City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,hasaki,35.7333,140.8333,23.22,82,100,9.49,JP,1715141302
354,naze,28.3667,129.4833,21.86,51,29,4.57,JP,1715141302
355,iskateley,67.6803,53.1512,-8.32,94,96,4.92,RU,1715141302
356,kirkkonummi,60.1238,24.4385,1.17,60,4,4.19,FI,1715141303
357,guiuan,11.0333,125.7247,28.76,73,100,3.02,PH,1715141303
358,huilong,31.8111,121.655,18.72,61,1,6.67,CN,1715141303
359,arteche,12.2645,125.4048,31.09,62,90,3.29,PH,1715141303
360,kormend,47.011,16.606,12.47,98,100,4.24,HU,1715141303
361,tete,-16.1564,33.5867,18.32,97,5,1.37,MZ,1715141303
362,ribnitz-damgarten,54.25,12.4667,7.29,98,100,3.1,DE,1715141304
363,praia da vitoria,38.7333,-27.0667,17.09,90,93,6.11,PT,1715141304
364,huarmey,-10.0681,-78.1522,19.42,89,55,4.71,PE,1715141304
365,suva,-18.1416,178.4415,26.71,69,40,3.6,FJ,1715141304
366,noumea,-22.2763,166.4572,24.99,63,20,5.71,NC,1715141304
367,beloyarskiy,63.7119,66.6722,0.56,99,95,4.47,RU,1715141305
368,arinos,-15.9169,-46.1056,18.1,71,0,1.2,BR,1715141305
369,muli,2.9167,73.5667,29.29,79,97,4.98,MV,1715141305
370,pontes e lacerda,-15.2261,-59.3353,24.06,72,100,1.16,BR,1715141305
371,puerto cabezas,14.0351,-83.3888,27.32,82,100,2.93,NI,1715141305
372,selfoss,63.9331,-20.9971,1.69,75,22,1.63,IS,1715141305
373,bridgewater,44.3835,-64.5155,10.06,74,39,1.82,CA,1715141306
374,mili,6.0815,171.735,28.12,83,100,7.67,MH,1715141306
375,lazdynai,54.9422,22.4897,2.38,79,0,1.88,RU,1715141306
376,tomar,39.602,-8.4092,17.94,63,100,1.44,PT,1715141306
377,villa dolores,-31.9459,-65.1896,17.6,77,0,1.73,AR,1715141306
378,chahar burj,34.2448,62.1917,27.91,26,8,0.85,AF,1715141307
379,papao,-17.75,-149.55,27.82,78,48,7.41,PF,1715141307
380,port pirie,-33.1833,138.0167,22.86,32,95,1.38,AU,1715141307
381,sinop,41.7711,34.8709,3.24,64,0,2.6,TR,1715141307
382,ostersund,63.1792,14.6357,-1.75,100,100,7.2,SE,1715141307
383,tianfu,37.1936,122.0511,22.54,28,1,4.35,CN,1715141307
384,lospalos,-8.5186,127.0025,27.34,66,88,5.03,TL,1715141308
385,poshekhon'ye,58.4993,39.1353,-0.44,48,100,2.99,RU,1715141308
386,castillos,-34.1667,-53.8333,20.09,97,96,4.29,UY,1715141308
387,opuwo,-18.0607,13.84,16.72,47,0,2.15,NA,1715141309
388,ust-nera,64.5667,143.2,3.42,91,100,2.73,RU,1715141309
389,kavaratti,10.5669,72.642,30.26,69,92,4.97,IN,1715141309
390,cortez,37.3489,-108.5859,8.42,32,0,3.6,US,1715141309
391,luau,-10.7073,22.2247,18.5,84,98,1.34,AO,1715141309
392,ingeniero jacobacci,-41.3427,-69.5448,0.94,70,1,7.48,AR,1715141309
393,horsham,51.064,-0.3272,10.8,86,100,2.06,GB,1715141310
394,kati,12.7441,-8.0726,28.67,52,23,1.44,ML,1715141310
395,lillehammer,61.1146,10.4674,8.05,97,99,0.5,NO,1715141310
396,shilovo,54.3204,40.874,1.29,86,75,7.06,RU,1715141310
397,coahuayana de hidalgo,18.7,-103.6583,22.1,73,100,1.25,MX,1715141310
398,clarksville,36.5298,-87.3595,24.41,86,0,4.63,US,1715141311
399,cherdyn',60.403,56.4787,0.52,95,100,6.93,RU,1715141311
400,khandyga,62.6667,135.6,7.2,67,100,1.32,RU,1715141311
401,la ronge,55.1001,-105.2842,7.72,68,100,3.83,CA,1715141311
402,laguna,38.421,-121.4238,20.1,37,0,2.57,US,1715141311
403,itoman,26.1247,127.6694,27.21,65,20,3.09,JP,1715141311
404,iranshahr,27.2025,60.6848,31.11,27,0,0.77,IR,1715141312
405,becancour,46.3334,-72.4324,7.73,72,99,4.07,CA,1715141312
406,aasiaat,68.7098,-52.8699,-4.72,96,100,4.35,GL,1715141312
407,shimokizukuri,40.8061,140.3861,11.4,74,100,4.4,JP,1715141312
408,sibi,29.5448,67.8764,37.12,12,1,1.14,PK,1715141312
409,franceville,-1.6333,13.5836,22.63,96,73,0.86,GA,1715141313
410,ust-tsilma,65.441,52.1498,-6.33,93,94,1.79,RU,1715141313
411,dunkirk,51.05,2.3667,11.14,83,6,4.45,FR,1715141313
412,san agustin de valle fertil,-30.6335,-67.4682,17.15,13,0,6.1,AR,1715141313
413,padang,-0.9492,100.3543,31.03,64,100,2.33,ID,1715141313
414,puerto deseado,-47.7503,-65.8938,3.99,85,100,7.31,AR,1715141313
415,katsuren-haebaru,26.3369,127.8719,27.21,61,75,3.09,JP,1715141314
416,abu qurqas,27.9312,30.8384,19.49,36,0,2.47,EG,1715141314
417,taoudenni,22.6783,-3.9836,30.09,6,23,2.71,ML,1715141314
418,bonthe,7.5264,-12.505,27.4,85,80,1.17,SL,1715141314
419,mhamid,29.82,-5.72,24.87,11,79,1.83,MA,1715141314
420,sarangani,5.4033,125.4636,28.42,73,65,3.93,PH,1715141314
421,nyandoma,61.669,40.1991,-1.46,49,78,3.52,RU,1715141315
422,arno,60.1167,18.6333,2.66,72,99,2.76,SE,1715141315
423,puerto aysen,-45.4,-72.7,0.79,98,100,1.67,CL,1715141315
424,robore,-18.3333,-59.75,24.59,68,40,2.47,BO,1715141315
425,plettenberg bay,-34.0527,23.3716,15.51,87,100,2.62,ZA,1715141315
426,akora,34.0036,72.1261,30.56,26,40,1.26,PK,1715141316
427,jaguaruna,-28.615,-49.0256,22.1,81,91,2.64,BR,1715141316
428,le vauclin,14.5452,-60.8388,27.03,83,0,1.03,MQ,1715141316
429,quellon,-43.1167,-73.6167,5.84,81,97,2.76,CL,1715141316
430,kaiapoi,-43.3783,172.6401,14.15,55,20,2.06,NZ,1715141316
431,guane,22.2025,-84.0875,24.95,88,78,0.91,CU,1715141316
432,odienne,9.51,-7.5692,22.37,90,17,1.25,CI,1715141317
433,caconde,-21.5294,-46.6439,17.33,94,5,2.24,BR,1715141317
434,great falls,47.5002,-111.3008,4.26,92,100,14.92,US,1715141256
435,kananga,-5.8958,22.4178,22.32,71,85,1.58,CD,1715141317
436,tahoua,14.8888,5.2692,29.69,43,97,4.5,NE,1715141317
437,ulanhot,46.0833,122.0833,28.06,12,61,8.38,CN,1715141318
438,la mure,44.9026,5.7866,7.32,98,100,1.92,FR,1715141318
439,andovoranto,-18.95,49.1,22.53,85,26,2.81,MG,1715141318
440,qarauyl,48.9451,79.255,16.84,56,3,4.51,KZ,1715141318
441,qurayyat,31.3318,37.3428,11.1,66,0,2.06,SA,1715141318
442,mount pearl,47.5166,-52.7813,5.19,96,100,0.0,CA,1715141223
443,lesosibirsk,58.2358,92.4828,9.39,48,100,4.01,RU,1715141319
444,susice,49.2311,13.5202,10.79,78,100,1.34,CZ,1715141319
445,mudon,16.2578,97.7164,35.17,49,29,3.73,MM,1715141319
446,vadso,70.0744,29.7487,-1.51,74,20,3.09,NO,1715141319
447,yuzhno-kurilsk,44.0306,145.8556,2.99,95,100,10.57,RU,1715141319
448,priob'ye,62.5206,65.5964,-0.54,91,100,2.95,RU,1715141320
449,mahibadhoo,3.7833,72.9667,29.25,79,100,4.95,MV,1715141320
450,pisco,-13.7,-76.2167,19.03,88,46,1.54,PE,1715141320
451,santa elena,-2.2333,-80.85,23.49,81,100,2.63,EC,1715141320
452,tsiombe,-25.3,45.4833,19.59,89,0,2.37,MG,1715141320
453,yanbu,24.0891,38.0637,22.02,49,0,1.54,SA,1715141320
454,nishinoomote,30.7333,131.0,19.57,67,36,8.76,JP,1715141321
455,sao felix do xingu,-6.6447,-51.995,22.35,94,76,0.72,BR,1715141321
456,guanica,17.9716,-66.908,25.02,92,0,2.75,PR,1715141321
457,okha,53.5739,142.9478,2.92,58,51,4.47,RU,1715141321
458,fortuna,40.5982,-124.1573,11.48,86,0,4.63,US,1715141321
459,isangel,-19.55,169.2667,24.07,66,59,6.19,VU,1715141322
460,santa clara,22.4,-79.9667,24.81,94,40,2.57,CU,1715141322
461,puerto armuelles,8.2833,-82.8667,27.27,90,100,3.58,PA,1715141322
462,penzance,50.1186,-5.5371,9.31,85,86,1.58,GB,1715141322
463,ambon,-3.6954,128.1814,27.15,95,20,2.57,ID,1715141322
464,lagoa,39.05,-27.9833,16.19,89,86,6.78,PT,1715141322
465,novooleksiyivka,46.2269,34.6428,13.22,77,99,3.19,UA,1715141323
466,kingston,17.997,-76.7936,28.53,84,40,2.57,JM,1715141323
467,amble,55.3333,-1.5833,9.61,93,100,3.09,GB,1715141323
468,doullens,50.1572,2.3402,9.79,98,24,3.09,FR,1715141323
469,howrah,22.5892,88.3103,26.0,83,75,4.12,IN,1715141323
470,san andres,12.5847,-81.7006,29.01,84,20,4.12,CO,1715141324
471,arrah,25.5667,84.6667,28.94,38,42,3.99,IN,1715141324
472,kerema,-7.9631,145.7785,27.66,80,100,1.82,PG,1715141324
473,zaysan,47.4667,84.8667,19.08,53,89,0.64,KZ,1715141324
474,port-gentil,-0.7193,8.7815,25.85,87,99,3.24,GA,1715141324
475,yanam,16.7333,82.2167,35.15,46,26,3.0,IN,1715141325
476,taro,-8.3862,115.28,26.03,61,72,1.52,ID,1715141325
477,taiobeiras,-15.8078,-42.2331,14.46,95,0,0.99,BR,1715141325
478,funafuti,-8.5243,179.1942,33.0,70,75,4.12,TV,1715141325
479,ginir,7.1333,40.7,16.48,82,62,1.23,ET,1715141325
480,bom jardim,-7.7958,-35.5872,21.32,96,69,1.2,BR,1715141325
481,viedma,-40.8135,-62.9967,11.42,94,75,4.22,AR,1715141326
482,songjianghe,42.1859,127.479,16.86,32,16,2.48,CN,1715141326
483,kone,-21.0595,164.8658,26.51,47,0,6.9,NC,1715141326
484,urdinarrain,-32.6857,-58.8932,19.26,99,100,3.32,AR,1715141326
485,mykolayiv,46.9659,31.9974,9.27,81,100,7.52,UA,1715141326
486,placido de castro,-10.3353,-67.1856,24.43,87,100,0.58,BR,1715141327
487,dakhla,23.6848,-15.958,18.3,87,6,7.55,EH,1715141327
488,as saff,29.5647,31.2811,18.53,46,10,3.47,EG,1715141327
489,kill devil hills,36.0307,-75.676,22.77,93,0,1.54,US,1715141319
490,nemuro,43.3236,145.575,3.01,87,98,7.46,JP,1715141327
491,aral,40.5156,81.2636,27.86,19,4,0.7,CN,1715141327
492,svirsk,53.0858,103.3325,15.87,31,13,7.43,RU,1715141328
493,santo antonio,-6.3106,-35.4789,23.38,93,100,3.01,BR,1715141328
494,san juan colorado,16.4586,-97.9536,23.4,69,100,0.8,MX,1715141328
495,boa vista,2.8197,-60.6733,24.99,94,40,1.03,BR,1715141328
496,berdigestyakh,62.0989,126.6992,1.52,82,100,3.83,RU,1715141328
497,tamandare,-8.7597,-35.1047,25.68,89,20,3.73,BR,1715141328
498,kuta,-8.7233,115.1723,30.0,79,40,6.71,ID,1715141329
499,estes park,40.3772,-105.5217,2.94,54,40,4.92,US,1715141329
500,pundong,-7.9522,110.3486,30.36,65,47,4.16,ID,1715141329
501,pocahontas,36.2615,-90.9712,24.99,92,0,4.63,US,1715141329
502,agat village,13.3886,144.6585,31.52,74,40,5.66,GU,1715141330
503,alem paraiba,-21.8878,-42.7044,19.5,89,0,1.17,BR,1715141330
504,sain alto,23.5833,-103.25,21.75,19,100,3.99,MX,1715141330
505,slave lake,55.2834,-114.769,6.89,67,100,2.08,CA,1715141330
506,as sulayyil,20.4607,45.5779,26.14,19,3,2.8,SA,1715141330
507,santana,-0.0583,-51.1817,26.1,94,100,1.03,BR,1715141331
508,sandnessjoen,66.0217,12.6316,7.06,70,75,4.12,NO,1715141331
509,krosno,49.6887,21.7706,7.57,91,98,3.04,PL,1715141331
510,launceston,-41.45,147.1667,17.31,63,100,4.12,AU,1715141331
511,safford,32.834,-109.7076,22.51,13,0,4.12,US,1715141331
512,bukama,-9.2,25.85,20.55,86,99,0.63,CD,1715141331
513,mount pleasant,32.7941,-79.8626,25.0,86,0,4.63,US,1715141332
514,eirunepe,-6.6603,-69.8736,23.83,99,98,0.57,BR,1715141332
515,dolbeau-mistassini,48.8763,-72.212,4.57,70,98,2.82,CA,1715141332
516,otjiwarongo,-20.4637,16.6477,15.66,44,2,3.8,NA,1715141332
517,melilla,35.2937,-2.9383,17.21,82,100,3.09,ES,1715141332
518,rodolfo sanchez taboada,31.7167,-116.5667,15.06,74,10,1.34,MX,1715141333
519,cambria,35.5641,-121.0808,18.13,71,0,3.35,US,1715141333
520,barra de santo antonio,-9.4047,-35.5072,24.6,85,98,5.94,BR,1715141333
521,reggane,26.7158,0.1714,30.15,6,67,3.87,DZ,1715141333
522,morehead city,34.7229,-76.726,24.0,86,0,5.66,US,1715141334
523,pignan,43.5836,3.7598,14.78,74,0,2.06,FR,1715141334
524,ketchikan,55.3422,-131.6461,7.26,81,100,7.72,US,1715141278
525,yuci,37.6803,112.7319,24.86,27,0,4.0,CN,1715141334
526,bossangoa,6.4926,17.4552,26.4,62,100,1.6,CF,1715141334
527,wad az zaki,14.4619,32.2065,26.44,13,65,4.85,SD,1715141334
528,salalah,17.0151,54.0924,31.05,74,75,2.57,OM,1715141335
529,pudozh,61.8099,36.5345,-2.25,76,100,4.02,RU,1715141335
530,at taj,24.2049,23.2857,19.39,25,54,3.86,LY,1715141335
531,daru,-9.0763,143.2092,26.58,89,100,6.23,PG,1715141335
532,constitucion,-35.3333,-72.4167,8.6,85,50,3.33,CL,1715141335
533,flying fish cove,-10.4217,105.6791,25.82,94,75,4.12,CX,1715141336
534,korablino,53.9164,40.0133,1.46,81,26,6.68,RU,1715141336
535,bamboo flat,11.7,92.7167,32.05,70,20,3.6,IN,1715141336
536,truth or consequences,33.1284,-107.2528,21.2,11,0,4.12,US,1715141336
537,da nang,16.0678,108.2208,30.99,62,40,3.09,VN,1715141336
538,kolonia town,6.964,158.206,31.06,74,100,5.14,FM,1715141337
539,acapulco de juarez,16.8634,-99.8901,25.9,73,40,2.06,MX,1715141337
540,port blair,11.6667,92.75,32.02,70,20,3.6,IN,1715141337
541,panjakent,39.4952,67.6093,26.31,29,43,1.94,TJ,1715141337
542,taguatinga,-12.3857,-46.5711,22.29,55,3,2.07,BR,1715141337
543,pendleton,45.6721,-118.7886,12.19,65,20,10.8,US,1715141271
544,wafangdian,39.6183,122.0081,24.26,16,59,2.98,CN,1715141338
545,ouadda,8.0777,22.4007,24.86,32,61,2.1,CF,1715141338
546,katsuura,35.1333,140.3,23.01,74,91,3.64,JP,1715141338
547,vila velha,-20.3297,-40.2925,23.97,94,75,0.0,BR,1715141338
548,laascaanood,8.4774,47.3597,25.4,80,5,6.07,SO,1715141338
549,kalabo,-14.97,22.6814,19.02,66,85,1.9,ZM,1715141338
550,san antonio,29.4241,-98.4936,27.77,84,75,5.66,US,1715141337
551,kyren,51.6828,102.1408,14.41,40,17,0.89,RU,1715141339
552,paracale,14.2804,122.7881,31.04,56,9,3.57,PH,1715141339
553,beledweyne,4.7358,45.2036,26.55,76,96,1.35,SO,1715141339
554,giyani,-23.3025,30.7187,15.15,58,0,1.28,ZA,1715141340
555,qarqaraly,49.4058,75.4742,13.71,61,0,3.66,KZ,1715141340
556,hithadhoo,-0.6,73.0833,28.93,78,90,5.35,MV,1715141340
557,cuamba,-14.8031,36.5372,20.1,82,92,0.93,MZ,1715141340
558,kerikeri,-35.2268,173.9474,16.68,49,6,3.19,NZ,1715141340
559,melekeok village,7.4957,134.6367,29.75,70,52,3.78,PW,1715141340
